Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Money Market )


Taurus Mutual Fund
139619;Taurus Investor Education Pool - Unclaimed Dividend - Growth;;;10.0000;;;24-Mar-2021
139619;Taurus Investor Education Pool - Unclaimed Dividend - Growth;;;10.0000;;;25-Mar-2021
139619;Taurus Investor Education Pool - Unclaimed Dividend - Growth;;;10.0000;;;26-Mar-2021
139618;Taurus Investor Education Pool - Unclaimed Redemption - Growth;;;10.0000;;;24-Mar-2021
139618;Taurus Investor Education Pool - Unclaimed Redemption - Growth;;;10.0000;;;25-Mar-2021
139618;Taurus Investor Education Pool - Unclaimed Redemption - Growth;;;10.0000;;;26-Mar-2021
139616;Taurus Unclaimed Dividend - Growth;;;13.9046;;;24-Mar-2021
139616;Taurus Unclaimed Dividend - Growth;;;13.9056;;;25-Mar-2021
139616;Taurus Unclaimed Dividend - Growth;;;13.9066;;;26-Mar-2021
139617;Taurus Unclaimed Redemption - Growth;;;13.9059;;;24-Mar-2021
139617;Taurus Unclaimed Redemption - Growth;;;13.9069;;;25-Mar-2021
139617;Taurus Unclaimed Redemption - Growth;;;13.9079;;;26-Mar-2021

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


Baroda Mutual Fund
102020;BARODA MULTI CAP FUND - Plan A - Growth Option;INF955L01674;;129.73;;;24-Mar-2021
102020;BARODA MULTI CAP FUND - Plan A - Growth Option;INF955L01674;;127.44;;;25-Mar-2021
102020;BARODA MULTI CAP FUND - Plan A - Growth Option;INF955L01674;;128.97;;;26-Mar-2021
102021;BARODA MULTI CAP FUND - Plan A - IDCW Option;INF955L01658;INF955L01666;33.35;;;24-Mar-2021
102021;BARODA MULTI CAP FUND - Plan A - IDCW Option;INF955L01658;INF955L01666;32.77;;;25-Mar-2021
102021;BARODA MULTI CAP FUND - Plan A - IDCW Option;INF955L01658;INF955L01666;33.16;;;26-Mar-2021
119354;BARODA MULTI CAP FUND - Plan B (Direct) - Growth Option;INF955L01AG0;;139.45;;;24-Mar-2021
119354;BARODA MULTI CAP FUND - Plan B (Direct) - Growth Option;INF955L01AG0;;137.00;;;25-Mar-2021
119354;BARODA MULTI CAP FUND - Plan B (Direct) - Growth Option;INF955L01AG0;;138.64;;;26-Mar-2021
119353;BARODA MULTI CAP FUND - Plan B (Direct) - IDCW Option;INF955L01AE5;;34.14;;;24-Mar-2021
119353;BARODA MULTI CAP FUND - Plan B (Direct) - IDCW Option;INF955L01AE5;;33.54;;;25-Mar-2021
119353;BARODA MULTI CAP FUND - Plan B (Direct) - IDCW Option;INF955L01AE5;;33.94;;;26-Mar-2021

BNP Paribas Mutual Fund
119988;BNP Paribas MULTI CAP Fund - Direct Plan - Growth Option;INF251K01HK3;;67.052;;;24-Mar-2021
119988;BNP Paribas MULTI CAP Fund - Direct Plan - Growth Option;INF251K01HK3;;66.074;;;25-Mar-2021
119988;BNP Paribas MULTI CAP Fund - Direct Plan - Growth Option;INF251K01HK3;;66.707;;;26-Mar-2021
119987;BNP Paribas MULTI CAP Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option;INF251K01HI7;INF251K01HJ5;19.033;;;24-Mar-2021
