Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )


Aditya Birla Sun Life Mutual Fund
120704;Aditya Birla Sun Life MIP - Direct Plan - Growth;INF209K01XB7;;38.5512;38.1657;38.5512;24-Feb-2016
120704;Aditya Birla Sun Life MIP - Direct Plan - Growth;INF209K01XB7;;38.4008;38.0168;38.4008;25-Feb-2016
120704;Aditya Birla Sun Life MIP - Direct Plan - Growth;INF209K01XB7;;38.5079;38.1228;38.5079;26-Feb-2016
119640;Aditya Birla Sun Life MIP - Direct Plan - Monthly Dividend;INF209K01R21;;12.7638;12.6362;12.7638;24-Feb-2016
119640;Aditya Birla Sun Life MIP - Direct Plan - Monthly Dividend;INF209K01R21;;12.7140;12.5869;12.7140;25-Feb-2016
119640;Aditya Birla Sun Life MIP - Direct Plan - Monthly Dividend;INF209K01R21;;12.7494;12.6219;12.7494;26-Feb-2016
100970;Aditya Birla Sun Life MIP - Regular Plan - Growth;INF209K01694;;37.9239;37.5447;37.9239;24-Feb-2016
100970;Aditya Birla Sun Life MIP - Regular Plan - Growth;INF209K01694;;37.7752;37.3974;37.7752;25-Feb-2016
100970;Aditya Birla Sun Life MIP - Regular Plan - Growth;INF209K01694;;37.8796;37.5008;37.8796;26-Feb-2016
100971;Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend;INF209K01702;;11.5607;11.4451;11.5607;24-Feb-2016
100971;Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend;INF209K01702;;11.5153;11.4001;11.5153;25-Feb-2016
100971;Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend;INF209K01702;;11.5472;11.4317;11.5472;26-Feb-2016
101713;Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan;INF209K01728;;26.9341;26.6648;26.9341;24-Feb-2016
101713;Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan;INF209K01728;;26.8490;26.5805;26.8490;25-Feb-2016
101713;Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan;INF209K01728;;26.9456;26.6761;26.9456;26-Feb-2016
120706;Aditya Birla Sun Life MIP II - Savings 5 Plan - Growth / Payment - Direct Plan;INF209K01XE1;;27.2850;27.0121;27.2850;24-Feb-2016
120706;Aditya Birla Sun Life MIP II - Savings 5 Plan - Growth / Payment - Direct Plan;INF209K01XE1;;27.1990;26.9270;27.1990;25-Feb-2016
120706;Aditya Birla Sun Life MIP II - Savings 5 Plan - Growth / Payment - Direct Plan;INF209K01XE1;;27.2971;27.0241;27.2971;26-Feb-2016
120549;Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Direct Plan;INF209K01R39;;12.8736;12.7449;12.8736;24-Feb-2016
120549;Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Direct Plan;INF209K01R39;;12.8331;12.7048;12.8331;25-Feb-2016
120549;Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Direct Plan;INF209K01R39;;12.8794;12.7506;12.8794;26-Feb-2016
101711;Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Regular Plan;INF209K01736;INF209K01DE3;12.2871;12.1642;12.2871;24-Feb-2016
