Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Money Market )


Taurus Mutual Fund
139619;Taurus Investor Education Pool - Unclaimed Dividend - Growth;;;10.0000;;;09-Apr-2021
139619;Taurus Investor Education Pool - Unclaimed Dividend - Growth;;;10.0000;;;12-Apr-2021
139619;Taurus Investor Education Pool - Unclaimed Dividend - Growth;;;10.0000;;;13-Apr-2021
139619;Taurus Investor Education Pool - Unclaimed Dividend - Growth;;;10.0000;;;15-Apr-2021
139618;Taurus Investor Education Pool - Unclaimed Redemption - Growth;;;10.0000;;;09-Apr-2021
139618;Taurus Investor Education Pool - Unclaimed Redemption - Growth;;;10.0000;;;12-Apr-2021
139618;Taurus Investor Education Pool - Unclaimed Redemption - Growth;;;10.0000;;;13-Apr-2021
139618;Taurus Investor Education Pool - Unclaimed Redemption - Growth;;;10.0000;;;15-Apr-2021
139616;Taurus Unclaimed Dividend - Growth;;;13.9184;;;09-Apr-2021
139616;Taurus Unclaimed Dividend - Growth;;;13.9213;;;12-Apr-2021
139616;Taurus Unclaimed Dividend - Growth;;;13.9224;;;13-Apr-2021
139616;Taurus Unclaimed Dividend - Growth;;;13.9349;;;15-Apr-2021
139617;Taurus Unclaimed Redemption - Growth;;;13.9197;;;09-Apr-2021
139617;Taurus Unclaimed Redemption - Growth;;;13.9227;;;12-Apr-2021
139617;Taurus Unclaimed Redemption - Growth;;;13.9237;;;13-Apr-2021
139617;Taurus Unclaimed Redemption - Growth;;;13.9362;;;15-Apr-2021

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


Baroda Mutual Fund
102020;BARODA MULTI CAP FUND - Plan A - Growth Option;INF955L01674;;132.74;;;09-Apr-2021
102020;BARODA MULTI CAP FUND - Plan A - Growth Option;INF955L01674;;126.88;;;12-Apr-2021
102020;BARODA MULTI CAP FUND - Plan A - Growth Option;INF955L01674;;128.69;;;13-Apr-2021
102020;BARODA MULTI CAP FUND - Plan A - Growth Option;INF955L01674;;129.20;;;15-Apr-2021
102021;BARODA MULTI CAP FUND - Plan A - IDCW Option;INF955L01658;INF955L01666;34.13;;;09-Apr-2021
102021;BARODA MULTI CAP FUND - Plan A - IDCW Option;INF955L01658;INF955L01666;32.62;;;12-Apr-2021
102021;BARODA MULTI CAP FUND - Plan A - IDCW Option;INF955L01658;INF955L01666;33.09;;;13-Apr-2021
102021;BARODA MULTI CAP FUND - Plan A - IDCW Option;INF955L01658;INF955L01666;33.22;;;15-Apr-2021
119354;BARODA MULTI CAP FUND - Plan B (Direct) - Growth Option;INF955L01AG0;;142.74;;;09-Apr-2021
119354;BARODA MULTI CAP FUND - Plan B (Direct) - Growth Option;INF955L01AG0;;136.44;;;12-Apr-2021
119354;BARODA MULTI CAP FUND - Plan B (Direct) - Growth Option;INF955L01AG0;;138.40;;;13-Apr-2021
119354;BARODA MULTI CAP FUND - Plan B (Direct) - Growth Option;INF955L01AG0;;138.95;;;15-Apr-2021
119353;BARODA MULTI CAP FUND - Plan B (Direct) - IDCW Option;INF955L01AE5;;34.94;;;09-Apr-2021
119353;BARODA MULTI CAP FUND - Plan B (Direct) - IDCW Option;INF955L01AE5;;33.40;;;12-Apr-2021
