Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )


Aditya Birla Sun Life Mutual Fund
120704;Aditya Birla Sun Life MIP - Direct Plan - Growth;INF209K01XB7;;47.4136;46.9395;47.4136;28-Mar-2018
119640;Aditya Birla Sun Life MIP - Direct Plan - Monthly Dividend;INF209K01R21;;13.5929;13.4570;13.5929;28-Mar-2018
100970;Aditya Birla Sun Life MIP - Regular Plan - Growth;INF209K01694;;45.8600;45.4014;45.8600;28-Mar-2018
100971;Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend;INF209K01702;;12.1046;11.9836;12.1046;28-Mar-2018
101713;Aditya Birla Sun Life MIP II - Saving 5 Plan - Growth - Regular Plan;INF209K01728;;33.5888;33.2529;33.5888;28-Mar-2018
120706;Aditya Birla Sun Life MIP II - Savings 5 Plan - Growth / Payment - Direct Plan;INF209K01XE1;;34.5188;34.1736;34.5188;28-Mar-2018
120549;Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Direct Plan;INF209K01R39;;14.0800;13.9392;14.0800;28-Mar-2018
101711;Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Regular Plan;INF209K01736;INF209K01DE3;13.2462;13.1137;13.2462;28-Mar-2018
103184;Aditya Birla Sun Life Monthly Income - Dividend - Regular Plan;INF209K01AX9;INF209K01DX3;12.7861;12.6582;12.7861;28-Mar-2018
120572;Aditya Birla Sun Life Monthly Income - Growth - Direct Plan;INF209K01YH2;;69.4981;68.8031;69.4981;28-Mar-2018
103185;Aditya Birla Sun Life Monthly Income - Growth - Regular Plan;INF209K01AZ4;;66.9654;66.2957;66.9654;28-Mar-2018
120574;Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Direct Plan;INF209K01S20;;13.3227;13.1895;13.3227;28-Mar-2018
103186;Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Regular Plan;INF209K01AY7;INF209K01DY1;12.4991;12.3741;12.4991;28-Mar-2018
120573;Aditya Birla Sun Life Monthly Income- Dividend - Direct Plan;INF209KA1LG5;INF209K01YF6;14.0075;13.8674;14.0075;28-Mar-2018

Canara Robeco Mutual Fund
118302;Canara Robeco InDiGo Fund - Direct Plan - Growth;INF760K01FJ9;;15.5807;15.5807;15.5807;28-Mar-2018
118303;Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend;INF760K01FK7;INF760K01FL5;10.9564;10.9564;10.9564;28-Mar-2018
113101;Canara Robeco InDiGo Fund - Regular Plan - Growth;INF760K01AJ0;;15.0407;15.0407;15.0407;28-Mar-2018
113100;Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend;INF760K01AK8;INF760K01AL6;10.1939;10.1939;10.1939;28-Mar-2018
118312;Canara Robeco Short Term Fund- Direct Plan - Growth;INF760K01GH1;;19.8571;19.8571;19.8571;28-Mar-2018
118313;Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend;INF760K01GI9;INF760K01GJ7;10.1391;10.1391;10.1391;28-Mar-2018
118314;Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend;;INF760K01GK5;10.1200;10.1200;10.1200;28-Mar-2018
111883;Canara Robeco Short Term Fund- Regular Plan - Growth;INF760K01720;;19.4169;19.4169;19.4169;28-Mar-2018
